country_code,year,region_name,region_code,country_name,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,spl,spr
AGO,2023,Sub-Saharan Africa,SSA,Angola,2022,national,,,,consumption,,,3.705,0.5807,0.2794,0.1696,0.4655,4.9564,3.0923,,,,,,,,,,,,,,,107.27,35588987,2385.12,1323.417,TRUE,micro,extrapolation,2.696,0.4402
AGO,2024,Sub-Saharan Africa,SSA,Angola,2022,national,,,,consumption,,,3.696,0.5798,0.2786,0.1691,0.4641,4.9564,3.0923,,,,,,,,,,,,,,,107.27,35588987,2385.12,1323.417,TRUE,micro,extrapolation,2.696,0.4402
AGO,2025,Sub-Saharan Africa,SSA,Angola,2022,national,,,,consumption,,,3.684,0.5787,0.2777,0.1684,0.4622,4.9564,3.0923,,,,,,,,,,,,,,,107.27,35588987,2385.12,1323.417,TRUE,micro,extrapolation,2.696,0.4402
AGO,2026,Sub-Saharan Africa,SSA,Angola,2022,national,,,,consumption,,,3.67,0.5772,0.2765,0.1676,0.46,4.9564,3.0923,,,,,,,,,,,,,,,107.27,35588987,2385.12,1323.417,TRUE,micro,extrapolation,2.696,0.4402
AGO,2027,Sub-Saharan Africa,SSA,Angola,2022,national,,,,consumption,,,3.653,0.5754,0.2751,0.1666,0.4573,4.9564,3.0923,,,,,,,,,,,,,,,107.27,35588987,2385.12,1323.417,TRUE,micro,extrapolation,2.696,0.4402
AGO,2028,Sub-Saharan Africa,SSA,Angola,2022,national,,,,consumption,,,3.634,0.5723,0.2736,0.1654,0.4543,4.9564,3.0923,,,,,,,,,,,,,,,107.27,35588987,2385.12,1323.417,TRUE,micro,extrapolation,2.696,0.4402
ALB,2023,Europe & Central Asia,ECA,Albania,2022,national,,,,consumption,,,3.53,0.0078,9e-04,2e-04,0.0011,15.3611,13.2731,,,,,,,,,,,,,,,50.3574,2777689,5155.2909,3997.5921,TRUE,micro,extrapolation,7.787,0.1538
ALB,2024,Europe & Central Asia,ECA,Albania,2022,national,,,,consumption,,,3.422,0.006,7e-04,1e-04,8e-04,15.3611,13.2731,,,,,,,,,,,,,,,50.3574,2777689,5155.2909,3997.5921,TRUE,micro,extrapolation,7.787,0.1538
ALB,2025,Europe & Central Asia,ECA,Albania,2022,national,,,,consumption,,,3.313,0.005,6e-04,1e-04,7e-04,15.3611,13.2731,,,,,,,,,,,,,,,50.3574,2777689,5155.2909,3997.5921,TRUE,micro,extrapolation,7.787,0.1538
ALB,2026,Europe & Central Asia,ECA,Albania,2022,national,,,,consumption,,,3.207,0.0044,5e-04,1e-04,5e-04,15.3611,13.2731,,,,,,,,,,,,,,,50.3574,2777689,5155.2909,3997.5921,TRUE,micro,extrapolation,7.787,0.1538
ALB,2027,Europe & Central Asia,ECA,Albania,2022,national,,,,consumption,,,3.103,0.0034,4e-04,1e-04,4e-04,15.3611,13.2731,,,,,,,,,,,,,,,50.3574,2777689,5155.2909,3997.5921,TRUE,micro,extrapolation,7.787,0.1538
ALB,2028,Europe & Central Asia,ECA,Albania,2022,national,,,,consumption,,,3.003,0.0033,3e-04,0,3e-04,15.3611,13.2731,,,,,,,,,,,,,,,50.3574,2777689,5155.2909,3997.5921,TRUE,micro,extrapolation,7.787,0.1538
ARE,2023,Other High Income Countries,OHI,United Arab Emirates,2022,national,,,,income,,,3.607,0,0,0,0,82.5992,75.6282,,,,,,,,,,,,,,,2.8348,9441129,45698.0105,,TRUE,group,extrapolation,38.964,0.1032
ARE,2024,Other High Income Countries,OHI,United Arab Emirates,2022,national,,,,income,,,3.54,0,0,0,0,82.5992,75.6282,,,,,,,,,,,,,,,2.8348,9441129,45698.0105,,TRUE,group,extrapolation,38.964,0.1032
ARE,2025,Other High Income Countries,OHI,United Arab Emirates,2022,national,,,,income,,,3.471,0,0,0,0,82.5992,75.6282,,,,,,,,,,,,,,,2.8348,9441129,45698.0105,,TRUE,group,extrapolation,38.964,0.1032
ARE,2026,Other High Income Countries,OHI,United Arab Emirates,2022,national,,,,income,,,3.399,0,0,0,0,82.5992,75.6282,,,,,,,,,,,,,,,2.8348,9441129,45698.0105,,TRUE,group,extrapolation,38.964,0.1032
ARE,2027,Other High Income Countries,OHI,United Arab Emirates,2022,national,,,,income,,,3.326,0,0,0,0,82.5992,75.6282,,,,,,,,,,,,,,,2.8348,9441129,45698.0105,,TRUE,group,extrapolation,38.964,0.1032
ARE,2028,Other High Income Countries,OHI,United Arab Emirates,2022,national,,,,income,,,3.252,0,0,0,0,82.5992,75.6282,,,,,,,,,,,,,,,2.8348,9441129,45698.0105,,TRUE,group,extrapolation,38.964,0.1032
ARG,2023,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,3.763,0.0275,0.0082,0.004,0.0102,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARG,2024,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,3.708,0.0262,0.0079,0.0039,0.0098,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARG,2025,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,3.637,0.0253,0.0076,0.0037,0.0094,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARG,2026,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,3.575,0.025,0.0073,0.0036,0.0089,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARG,2027,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,3.522,0.0236,0.007,0.0035,0.0086,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARG,2028,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,3.477,0.0232,0.0068,0.0034,0.0083,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARM,2023,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,3.44,0.0776,0.0131,0.0036,0.0155,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
ARM,2024,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,3.297,0.0633,0.0107,0.0028,0.0125,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
ARM,2025,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,3.173,0.0566,0.0087,0.0023,0.0102,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
ARM,2026,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,3.053,0.045,0.0071,0.0018,0.0083,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
ARM,2027,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,2.938,0.0378,0.0057,0.0015,0.0067,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
ARM,2028,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,2.828,0.0317,0.0046,0.0012,0.0054,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
AUS,2023,Other High Income Countries,OHI,Australia,2022,national,,,,income,,,3.632,0.0074,0.0045,0.004,0.017,64.9331,53.3158,,,,,,,,,,,,,,,1.5293,26005540,61815.6714,,TRUE,micro,extrapolation,27.808,0.1274
AUS,2024,Other High Income Countries,OHI,Australia,2022,national,,,,income,,,3.634,0.0074,0.0045,0.004,0.017,64.9331,53.3158,,,,,,,,,,,,,,,1.5293,26005540,61815.6714,,TRUE,micro,extrapolation,27.808,0.1274
AUS,2025,Other High Income Countries,OHI,Australia,2022,national,,,,income,,,3.611,0.0074,0.0045,0.004,0.017,64.9331,53.3158,,,,,,,,,,,,,,,1.5293,26005540,61815.6714,,TRUE,micro,extrapolation,27.808,0.1274
